Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
,,,,,,,,,,,
00:04,10.6 ,9.9 ,95 ,SE,6.2 ,6.7 ,"1,005.42",0.00 ,0.00 ,0,0
00:09,10.6 ,9.9 ,95 ,SE,4.6 ,4.7 ,"1,005.42",0.00 ,0.00 ,0,0
00:14,10.6 ,9.9 ,95 ,SE,5.0 ,5.3 ,"1,005.42",0.00 ,0.00 ,0,0
00:19,10.6 ,9.9 ,95 ,SE,4.1 ,4.2 ,"1,005.42",0.00 ,0.00 ,0,0
00:24,10.7 ,10.0 ,95 ,ESE,3.7 ,3.8 ,"1,005.42",0.00 ,0.00 ,0,0
00:29,10.7 ,10.0 ,95 ,East,4.3 ,4.5 ,"1,005.42",0.00 ,0.00 ,0,0
00:34,10.7 ,10.0 ,95 ,ESE,5.1 ,5.3 ,"1,005.42",0.00 ,0.00 ,0,0
00:39,10.7 ,10.0 ,95 ,East,4.6 ,4.8 ,"1,005.42",0.00 ,0.00 ,0,0
00:44,10.7 ,10.0 ,95 ,ESE,4.1 ,4.3 ,"1,005.42",0.00 ,0.00 ,0,0
00:49,10.7 ,9.7 ,94 ,ESE,2.8 ,2.8 ,"1,006.10",0.00 ,0.00 ,0,0
00:54,10.7 ,9.8 ,94 ,East,3.9 ,4.0 ,"1,006.10",0.00 ,0.00 ,0,0
00:59,10.7 ,9.7 ,94 ,ENE,2.5 ,2.5 ,"1,006.10",0.00 ,0.00 ,0,0
01:04,10.7 ,9.8 ,94 ,East,3.1 ,3.1 ,"1,006.10",0.00 ,0.00 ,0,0
01:09,10.7 ,10.0 ,95 ,ESE,2.0 ,2.1 ,"1,005.76",0.00 ,0.00 ,0,0
01:14,10.7 ,10.0 ,95 ,South,1.1 ,1.1 ,"1,005.76",0.00 ,0.00 ,0,0
01:19,10.6 ,9.6 ,94 ,East,4.4 ,4.5 ,"1,005.76",0.00 ,0.00 ,0,0
01:24,10.6 ,9.6 ,94 ,East,3.4 ,3.5 ,"1,005.76",0.00 ,0.00 ,0,0
01:29,10.5 ,9.6 ,94 ,ESE,3.4 ,3.4 ,"1,005.76",0.00 ,0.00 ,0,0
01:34,10.5 ,9.6 ,94 ,SE,3.1 ,3.1 ,"1,005.76",0.00 ,0.00 ,0,0
01:39,10.5 ,9.8 ,95 ,SE,2.4 ,2.4 ,"1,005.42",0.00 ,0.00 ,0,0
01:44,10.5 ,9.8 ,95 ,SE,1.9 ,1.9 ,"1,005.42",0.00 ,0.00 ,0,0
01:49,10.5 ,9.6 ,94 ,SE,0.6 ,0.6 ,"1,005.76",0.00 ,0.00 ,0,0
01:54,10.6 ,9.6 ,94 ,SE,0.4 ,0.4 ,"1,005.76",0.00 ,0.00 ,0,0
01:59,10.7 ,9.7 ,94 ,East,3.3 ,3.3 ,"1,005.76",0.00 ,0.00 ,0,0
02:04,10.7 ,9.7 ,94 ,East,2.8 ,2.8 ,"1,005.76",0.00 ,0.00 ,0,0
02:09,10.7 ,9.7 ,94 ,East,0.5 ,0.5 ,"1,005.76",0.00 ,0.00 ,0,0
02:14,10.7 ,9.7 ,94 ,East,2.5 ,2.6 ,"1,005.76",0.00 ,0.00 ,0,0
02:19,10.7 ,9.7 ,94 ,East,3.0 ,3.0 ,"1,005.76",0.00 ,0.00 ,0,0
02:24,10.8 ,9.8 ,94 ,East,3.2 ,3.3 ,"1,005.76",0.00 ,0.00 ,0,0
02:29,10.8 ,9.8 ,94 ,East,2.6 ,2.6 ,"1,005.76",0.00 ,0.00 ,0,0
02:34,10.8 ,9.8 ,94 ,East,3.4 ,3.4 ,"1,005.76",0.00 ,0.00 ,0,0
02:39,10.8 ,9.8 ,94 ,ESE,1.8 ,1.8 ,"1,005.76",0.00 ,0.00 ,0,0
02:44,10.8 ,9.8 ,94 ,ESE,3.3 ,3.3 ,"1,005.76",0.00 ,0.00 ,0,0
02:49,10.9 ,9.9 ,94 ,East,3.0 ,3.0 ,"1,005.76",0.00 ,0.00 ,0,0
02:54,10.9 ,9.9 ,94 ,ESE,2.0 ,2.0 ,"1,005.42",0.00 ,0.00 ,0,0
02:59,10.8 ,9.8 ,94 ,ESE,3.8 ,3.9 ,"1,005.42",0.00 ,0.00 ,0,0
03:04,10.8 ,9.8 ,94 ,ESE,3.5 ,3.5 ,"1,005.76",0.00 ,0.00 ,0,0
03:09,10.8 ,9.8 ,94 ,East,4.2 ,4.4 ,"1,005.76",0.00 ,0.00 ,0,0
03:14,10.8 ,9.8 ,94 ,ESE,4.8 ,5.1 ,"1,005.76",0.00 ,0.00 ,0,0
03:19,10.8 ,9.8 ,94 ,East,5.7 ,6.1 ,"1,005.76",0.00 ,0.00 ,0,0
03:24,10.7 ,9.7 ,94 ,ESE,4.8 ,5.0 ,"1,005.42",0.00 ,0.00 ,0,0
03:29,10.7 ,9.7 ,94 ,ESE,4.8 ,5.1 ,"1,005.42",0.00 ,0.00 ,0,0
03:34,10.7 ,9.7 ,93 ,East,5.6 ,6.0 ,"1,005.42",0.00 ,0.00 ,0,0
03:39,10.7 ,9.6 ,93 ,East,4.9 ,5.2 ,"1,005.42",0.00 ,0.00 ,0,0
03:44,10.6 ,9.6 ,94 ,ESE,6.4 ,6.8 ,"1,005.42",0.00 ,0.00 ,0,0
03:49,10.6 ,9.6 ,94 ,East,5.6 ,6.0 ,"1,005.42",0.00 ,0.00 ,0,0
03:54,10.6 ,9.6 ,94 ,East,4.5 ,4.6 ,"1,005.08",0.00 ,0.00 ,0,0
03:59,10.7 ,9.7 ,94 ,ESE,4.4 ,4.6 ,"1,005.08",0.00 ,0.00 ,0,0
04:04,10.7 ,9.7 ,94 ,SE,4.6 ,4.7 ,"1,005.42",0.00 ,0.00 ,0,0
04:09,10.7 ,9.6 ,93 ,SE,6.3 ,6.8 ,"1,005.42",0.00 ,0.00 ,0,0
04:14,10.7 ,9.6 ,93 ,ESE,5.1 ,5.3 ,"1,005.42",0.00 ,0.00 ,0,0
04:19,10.7 ,9.6 ,93 ,ESE,4.8 ,5.0 ,"1,005.42",0.00 ,0.00 ,0,0
04:24,10.7 ,9.5 ,93 ,ESE,5.3 ,5.6 ,"1,005.08",0.00 ,0.00 ,0,0
04:29,10.6 ,9.6 ,94 ,ESE,3.6 ,3.7 ,"1,005.08",0.00 ,0.00 ,0,0
04:34,10.6 ,9.6 ,94 ,SE,3.4 ,3.4 ,"1,005.08",0.00 ,0.00 ,0,0
04:39,10.5 ,9.6 ,94 ,East,4.8 ,5.1 ,"1,005.08",0.00 ,0.00 ,0,0
04:44,10.5 ,9.6 ,94 ,East,4.6 ,4.8 ,"1,005.08",0.00 ,0.00 ,0,0
04:49,10.5 ,9.6 ,94 ,East,3.6 ,3.8 ,"1,005.42",0.00 ,0.00 ,0,0
04:54,10.5 ,9.5 ,94 ,ESE,3.7 ,3.7 ,"1,005.42",0.00 ,0.00 ,0,0
04:59,10.4 ,9.4 ,94 ,East,4.8 ,5.0 ,"1,005.42",0.00 ,0.00 ,0,0
05:04,10.3 ,9.3 ,94 ,ESE,4.2 ,4.3 ,"1,005.42",0.00 ,0.00 ,0,0
05:09,10.3 ,9.3 ,94 ,East,3.7 ,3.8 ,"1,005.42",0.00 ,0.00 ,0,0
05:14,10.4 ,9.4 ,94 ,East,4.1 ,4.2 ,"1,005.42",0.00 ,0.00 ,0,0
05:19,10.5 ,9.6 ,94 ,ESE,3.4 ,3.5 ,"1,005.42",0.00 ,0.00 ,0,0
05:24,10.5 ,9.6 ,94 ,East,2.5 ,2.5 ,"1,005.42",0.00 ,0.00 ,0,0
05:29,10.5 ,9.6 ,94 ,ESE,1.8 ,1.8 ,"1,005.42",0.00 ,0.00 ,0,0.5
05:34,10.5 ,9.6 ,94 ,East,1.4 ,1.4 ,"1,005.08",0.00 ,0.00 ,0,0.8
05:39,10.5 ,9.6 ,94 ,ESE,2.0 ,2.0 ,"1,005.08",0.00 ,0.00 ,0,1.5
05:44,10.5 ,9.6 ,94 ,ESE,3.1 ,3.2 ,"1,005.08",0.00 ,0.00 ,0,2.3
05:49,10.5 ,9.6 ,94 ,East,3.0 ,3.1 ,"1,005.42",0.00 ,0.00 ,0,3.5
05:54,10.5 ,9.6 ,94 ,ESE,2.8 ,2.8 ,"1,005.42",0.00 ,0.00 ,0,4.1
05:59,10.5 ,9.7 ,94 ,SE,2.0 ,2.0 ,"1,005.42",0.00 ,0.00 ,0,5.2
06:04,10.5 ,9.8 ,95 ,East,2.7 ,2.8 ,"1,005.42",0.00 ,0.00 ,0,7.3
06:09,10.4 ,9.7 ,95 ,ESE,1.1 ,1.1 ,"1,005.42",0.00 ,0.00 ,0,10.4
06:14,10.5 ,9.8 ,95 ,ESE,2.6 ,2.7 ,"1,005.42",0.00 ,0.00 ,0,13.4
06:19,10.5 ,9.6 ,94 ,East,4.7 ,4.8 ,"1,005.76",0.00 ,0.00 ,0,13
06:24,10.5 ,9.6 ,94 ,SE,3.0 ,3.0 ,"1,005.76",0.00 ,0.00 ,0,16.1
06:29,10.5 ,9.6 ,94 ,East,4.4 ,4.6 ,"1,005.76",0.00 ,0.00 ,0,18.5
06:34,10.4 ,9.6 ,95 ,ESE,5.7 ,6.1 ,"1,005.76",0.00 ,0.00 ,0,21.3
06:39,10.4 ,9.7 ,95 ,East,5.2 ,5.5 ,"1,005.76",0.00 ,0.00 ,0,27.2
06:44,10.4 ,9.7 ,95 ,ESE,5.0 ,5.3 ,"1,005.76",0.00 ,0.00 ,0,32.2
06:49,10.4 ,9.7 ,95 ,ESE,3.1 ,3.1 ,"1,005.42",0.00 ,0.00 ,0,36.4
06:54,10.4 ,9.8 ,95 ,SE,4.4 ,4.6 ,"1,005.42",0.00 ,0.00 ,0,42.9
06:59,10.4 ,9.7 ,95 ,ESE,4.7 ,4.9 ,"1,005.42",0.00 ,0.00 ,0,49.6
07:04,10.4 ,9.7 ,95 ,South,3.9 ,4.0 ,"1,005.76",0.00 ,0.00 ,0,58.7
07:09,10.5 ,9.7 ,95 ,East,5.0 ,5.2 ,"1,005.76",0.00 ,0.00 ,1,66.3
07:14,10.5 ,9.6 ,94 ,SE,4.6 ,4.9 ,"1,005.76",0.00 ,0.00 ,0,60.5
07:19,10.6 ,9.6 ,94 ,East,5.5 ,5.8 ,"1,006.10",0.00 ,0.00 ,1,69.9
07:24,10.6 ,9.6 ,94 ,East,5.6 ,6.1 ,"1,006.10",0.00 ,0.00 ,1,69.2
07:29,10.7 ,9.7 ,94 ,SE,5.0 ,5.2 ,"1,006.10",0.00 ,0.00 ,1,74.4
07:34,10.7 ,9.7 ,94 ,East,4.6 ,4.8 ,"1,006.10",0.00 ,0.00 ,1,84.5
07:39,10.8 ,9.7 ,93 ,East,5.1 ,5.3 ,"1,006.10",0.00 ,0.00 ,1,87
07:44,10.9 ,9.8 ,93 ,ESE,6.7 ,7.2 ,"1,006.10",0.00 ,0.00 ,1,96
07:49,10.8 ,9.7 ,93 ,ESE,7.3 ,7.8 ,"1,006.43",0.00 ,0.00 ,1,97.9
07:54,10.8 ,9.7 ,93 ,South,5.6 ,6.0 ,"1,006.43",0.00 ,0.00 ,1,95
07:59,10.8 ,9.7 ,93 ,East,7.3 ,7.8 ,"1,006.43",0.00 ,0.00 ,1,88
08:04,10.8 ,9.7 ,93 ,East,5.3 ,5.6 ,"1,006.43",0.00 ,0.00 ,1,84
08:09,10.9 ,9.8 ,93 ,ESE,4.8 ,5.0 ,"1,006.43",0.00 ,0.00 ,1,93.9
08:14,11.0 ,9.9 ,93 ,East,5.6 ,6.0 ,"1,006.43",0.00 ,0.00 ,1,111.7
08:19,11.1 ,9.9 ,92 ,East,5.4 ,5.7 ,"1,006.43",0.00 ,0.00 ,1,116.1
08:24,11.2 ,9.9 ,92 ,East,6.4 ,6.8 ,"1,006.43",0.00 ,0.00 ,1,126.3
08:29,11.3 ,9.8 ,91 ,ESE,6.7 ,7.2 ,"1,006.43",0.00 ,0.00 ,1,119.5
08:34,11.4 ,9.9 ,91 ,SE,5.8 ,6.1 ,"1,006.77",0.00 ,0.00 ,1,119.4
08:39,11.3 ,9.8 ,91 ,ESE,6.2 ,6.7 ,"1,006.77",0.00 ,0.00 ,1,114.6
08:44,11.4 ,9.9 ,91 ,East,5.3 ,5.7 ,"1,006.77",0.00 ,0.00 ,1,106.7
08:49,11.5 ,10.0 ,91 ,East,5.7 ,6.1 ,"1,006.77",0.00 ,0.00 ,1,111.1
08:54,11.5 ,10.1 ,91 ,East,6.4 ,6.9 ,"1,006.77",0.00 ,0.00 ,1,200.3
08:59,11.5 ,10.1 ,91 ,ESE,7.2 ,7.8 ,"1,006.77",0.00 ,0.00 ,1,206.3
09:04,11.6 ,10.1 ,91 ,NE,6.3 ,6.9 ,"1,006.77",0.00 ,0.00 ,3,230.8
09:09,11.7 ,10.2 ,91 ,ESE,4.9 ,5.2 ,"1,006.77",0.00 ,0.00 ,3,220.8
09:14,12.0 ,10.3 ,90 ,ESE,5.4 ,5.8 ,"1,006.77",0.00 ,0.00 ,3,228.7
09:19,11.8 ,10.2 ,90 ,ESE,7.2 ,7.8 ,"1,006.77",0.00 ,0.00 ,3,240.5
09:24,12.0 ,10.3 ,90 ,ESE,6.1 ,6.5 ,"1,006.77",0.00 ,0.00 ,3,236.3
09:29,12.0 ,10.5 ,90 ,ESE,6.2 ,6.6 ,"1,006.77",0.00 ,0.00 ,3,193.7
09:34,11.9 ,10.3 ,91 ,ESE,6.6 ,7.2 ,"1,006.77",0.00 ,0.00 ,1,134.1
09:39,11.7 ,10.2 ,91 ,SE,6.4 ,6.8 ,"1,006.77",0.00 ,0.00 ,1,120.9
09:44,11.8 ,10.3 ,91 ,SE,7.5 ,8.0 ,"1,006.77",0.00 ,0.00 ,3,231.7
09:49,11.9 ,10.4 ,91 ,ESE,8.1 ,8.6 ,"1,006.77",0.00 ,0.00 ,3,287.2
09:54,12.1 ,10.4 ,89 ,ESE,7.0 ,7.7 ,"1,006.77",0.00 ,0.00 ,3,226.1
09:59,12.3 ,10.5 ,89 ,East,6.8 ,7.4 ,"1,006.77",0.00 ,0.00 ,3,213.8
10:04,12.3 ,10.5 ,89 ,ESE,4.7 ,4.9 ,"1,007.11",0.00 ,0.00 ,3,214.4
10:09,12.3 ,10.4 ,88 ,SE,5.0 ,5.3 ,"1,007.11",0.00 ,0.00 ,3,209.3
10:14,12.5 ,10.5 ,88 ,SE,7.5 ,7.9 ,"1,007.11",0.00 ,0.00 ,3,190.5
10:19,12.4 ,10.4 ,88 ,SE,7.0 ,7.6 ,"1,006.77",0.00 ,0.00 ,3,200.4
10:24,12.5 ,10.5 ,88 ,SE,6.0 ,6.5 ,"1,006.77",0.00 ,0.00 ,3,266.2
10:29,12.7 ,10.6 ,87 ,SE,5.9 ,6.3 ,"1,006.77",0.00 ,0.00 ,3,265.9
10:34,13.0 ,10.6 ,86 ,ESE,4.7 ,4.9 ,"1,007.11",0.00 ,0.00 ,3,237.6
10:39,13.0 ,10.7 ,86 ,East,4.1 ,4.3 ,"1,007.11",0.00 ,0.00 ,3,206.4
10:44,13.0 ,10.6 ,86 ,ESE,6.8 ,7.3 ,"1,007.11",0.00 ,0.00 ,3,261.2
10:49,13.0 ,10.6 ,86 ,ESE,6.9 ,7.5 ,"1,006.77",0.00 ,0.00 ,3,261.4
10:54,13.0 ,10.6 ,86 ,ESE,5.9 ,6.3 ,"1,006.77",0.00 ,0.00 ,3,263.9
10:59,13.3 ,10.8 ,85 ,SE,4.7 ,4.8 ,"1,006.77",0.00 ,0.00 ,3,272.1
11:04,13.7 ,11.0 ,84 ,ESE,5.5 ,5.8 ,"1,006.77",0.00 ,0.00 ,3,250.3
11:09,13.6 ,10.9 ,84 ,ENE,7.1 ,7.8 ,"1,006.77",0.00 ,0.00 ,3,268.7
11:14,13.4 ,10.6 ,83 ,ESE,6.3 ,6.8 ,"1,006.77",0.00 ,0.00 ,3,282
11:19,13.5 ,10.7 ,83 ,East,6.3 ,6.8 ,"1,007.45",0.00 ,0.00 ,3,288
11:24,13.6 ,10.7 ,83 ,East,5.5 ,5.8 ,"1,007.45",0.00 ,0.00 ,4,350.7
11:29,13.8 ,10.7 ,82 ,ESE,5.0 ,5.3 ,"1,007.45",0.00 ,0.00 ,4,348.9
11:34,14.2 ,11.0 ,82 ,ESE,5.2 ,5.6 ,"1,007.11",0.00 ,0.00 ,4,303.5
11:39,14.0 ,10.9 ,82 ,ESE,7.6 ,8.2 ,"1,007.11",0.00 ,0.00 ,4,303.8
11:44,13.6 ,10.6 ,83 ,ENE,7.6 ,8.2 ,"1,007.11",0.00 ,0.00 ,4,314.7
11:49,13.5 ,10.6 ,83 ,SE,7.0 ,7.5 ,"1,007.11",0.00 ,0.00 ,4,353.8
11:54,13.7 ,10.7 ,83 ,SE,7.9 ,8.6 ,"1,007.11",0.00 ,0.00 ,4,382.1
11:59,13.7 ,10.7 ,82 ,ESE,7.7 ,8.5 ,"1,007.11",0.00 ,0.00 ,4,397.1
12:04,13.9 ,10.8 ,82 ,SE,8.3 ,8.9 ,"1,007.11",0.00 ,0.00 ,4,384.9
12:09,13.9 ,10.7 ,82 ,ESE,8.5 ,9.2 ,"1,007.11",0.00 ,0.00 ,4,400.8
12:14,14.1 ,10.9 ,81 ,ESE,7.8 ,8.5 ,"1,007.11",0.00 ,0.00 ,5,455.8
12:19,14.1 ,10.8 ,81 ,ESE,7.4 ,7.9 ,"1,007.11",0.00 ,0.00 ,5,475.3
12:24,14.3 ,10.8 ,80 ,ESE,7.2 ,7.7 ,"1,007.11",0.00 ,0.00 ,5,440.1
12:29,14.2 ,10.9 ,80 ,East,6.3 ,6.8 ,"1,007.11",0.00 ,0.00 ,5,432
12:34,14.5 ,10.9 ,79 ,ESE,6.2 ,6.4 ,"1,007.11",0.00 ,0.00 ,5,441.1
12:39,14.8 ,11.1 ,79 ,ESE,5.3 ,5.6 ,"1,007.11",0.00 ,0.00 ,4,393.7
12:44,14.5 ,11.0 ,79 ,ESE,6.0 ,6.3 ,"1,007.11",0.00 ,0.00 ,4,345.8
12:49,14.3 ,10.8 ,80 ,ESE,5.4 ,5.8 ,"1,007.11",0.00 ,0.00 ,4,356
12:54,14.6 ,11.0 ,80 ,ESE,6.8 ,7.4 ,"1,007.11",0.00 ,0.00 ,4,323.1
12:59,14.3 ,10.9 ,80 ,ESE,7.5 ,8.0 ,"1,007.11",0.00 ,0.00 ,4,320.4
13:04,14.4 ,10.9 ,80 ,East,5.1 ,5.5 ,"1,007.11",0.00 ,0.00 ,3,290.7
13:09,14.7 ,11.1 ,79 ,SE,6.4 ,6.8 ,"1,007.11",0.00 ,0.00 ,3,288.6
13:14,14.5 ,11.0 ,80 ,East,8.1 ,8.9 ,"1,007.11",0.00 ,0.00 ,4,329.6
13:24,14.7 ,11.2 ,80 ,ESE,9.4 ,10.3 ,"1,007.11",0.00 ,0.00 ,3,290
13:29,14.6 ,11.1 ,80 ,ESE,8.4 ,9.1 ,"1,007.11",0.00 ,0.00 ,4,324.4
13:34,14.7 ,10.9 ,78 ,ESE,7.1 ,7.6 ,"1,007.11",0.00 ,0.00 ,4,367.8
13:39,15.1 ,11.2 ,78 ,East,6.8 ,7.2 ,"1,007.11",0.00 ,0.00 ,5,439.6
13:44,15.2 ,11.2 ,78 ,ESE,7.9 ,8.6 ,"1,007.11",0.00 ,0.00 ,5,472.3
13:47,15.2 ,11.1 ,77 ,ENE,6.6 ,7.2 ,"1,006.77",0.00 ,0.00 ,4,395.9
13:59,15.4 ,11.3 ,77 ,ESE,8.1 ,8.8 ,"1,006.77",0.00 ,0.00 ,4,368.6
14:04,15.3 ,11.3 ,77 ,ESE,7.5 ,8.0 ,"1,006.77",0.00 ,0.00 ,4,346.5
14:09,15.5 ,11.3 ,76 ,ESE,7.4 ,7.9 ,"1,006.77",0.00 ,0.00 ,5,406.5
14:14,15.5 ,11.3 ,76 ,SE,7.6 ,8.1 ,"1,006.77",0.00 ,0.00 ,5,417.5
14:19,15.8 ,11.5 ,76 ,ESE,7.9 ,8.4 ,"1,006.43",0.00 ,0.00 ,5,429.8
14:24,15.8 ,11.2 ,75 ,ESE,8.0 ,8.8 ,"1,006.43",0.00 ,0.00 ,5,444.5
14:29,16.0 ,11.3 ,74 ,ESE,8.2 ,8.8 ,"1,006.43",0.00 ,0.00 ,5,411
14:34,16.0 ,11.4 ,74 ,ESE,7.1 ,7.6 ,"1,006.43",0.00 ,0.00 ,4,381.6
14:39,16.1 ,11.5 ,74 ,ESE,9.2 ,9.9 ,"1,006.43",0.00 ,0.00 ,4,395.7
14:44,16.1 ,11.4 ,74 ,East,9.6 ,10.4 ,"1,006.43",0.00 ,0.00 ,5,434
14:49,16.0 ,11.3 ,74 ,East,8.4 ,9.2 ,"1,006.43",0.00 ,0.00 ,5,499.4
14:54,16.2 ,11.4 ,73 ,ESE,7.4 ,8.0 ,"1,006.43",0.00 ,0.00 ,5,414
14:59,16.5 ,11.4 ,72 ,East,6.5 ,7.0 ,"1,006.43",0.00 ,0.00 ,5,426.9
15:04,16.5 ,11.4 ,72 ,ESE,7.2 ,7.7 ,"1,006.43",0.00 ,0.00 ,6,498.3
15:09,16.7 ,11.3 ,71 ,ESE,6.5 ,7.0 ,"1,006.43",0.00 ,0.00 ,5,509.5
15:14,16.4 ,11.4 ,72 ,ESE,8.7 ,9.4 ,"1,006.43",0.00 ,0.00 ,8,866
15:19,16.6 ,11.3 ,71 ,NE,8.5 ,9.3 ,"1,006.43",0.00 ,0.00 ,5,552.1
15:24,16.6 ,11.5 ,72 ,ESE,8.7 ,9.4 ,"1,006.10",0.00 ,0.00 ,7,743.7
15:29,16.4 ,11.3 ,72 ,SE,8.6 ,9.4 ,"1,006.10",0.00 ,0.00 ,8,839
15:34,16.4 ,11.2 ,72 ,ESE,9.3 ,10.0 ,"1,006.10",0.00 ,0.00 ,5,471.6
15:39,16.4 ,11.4 ,72 ,East,10.8 ,11.8 ,"1,006.10",0.00 ,0.00 ,5,467.6
15:44,16.4 ,11.3 ,72 ,SE,8.8 ,9.3 ,"1,006.10",0.00 ,0.00 ,4,377.1
15:49,16.4 ,11.4 ,72 ,ESE,7.5 ,7.9 ,"1,006.10",0.00 ,0.00 ,4,389.7
15:54,16.4 ,11.3 ,72 ,SE,6.5 ,6.8 ,"1,005.76",0.00 ,0.00 ,4,402.3
15:59,16.7 ,11.4 ,71 ,ESE,5.6 ,6.0 ,"1,005.76",0.00 ,0.00 ,4,393.8
16:04,16.6 ,11.4 ,71 ,SE,9.1 ,9.9 ,"1,005.76",0.00 ,0.00 ,6,598
16:09,16.6 ,11.3 ,71 ,SE,6.6 ,7.2 ,"1,005.76",0.00 ,0.00 ,6,695
16:14,16.9 ,11.4 ,70 ,SE,7.2 ,7.6 ,"1,005.76",0.00 ,0.00 ,6,598.9
16:19,16.9 ,11.5 ,71 ,ESE,9.3 ,10.1 ,"1,006.10",0.00 ,0.00 ,6,526.2
16:24,16.6 ,11.3 ,71 ,ESE,8.6 ,9.3 ,"1,006.10",0.00 ,0.00 ,6,614.1
16:29,16.4 ,11.3 ,72 ,SE,7.9 ,8.6 ,"1,006.10",0.00 ,0.00 ,7,653.5
16:34,16.1 ,11.1 ,73 ,SE,9.9 ,10.7 ,"1,006.10",0.00 ,0.00 ,5,441.4
16:39,15.9 ,11.0 ,73 ,ESE,8.0 ,8.5 ,"1,005.76",0.00 ,0.00 ,6,578.9
16:44,16.2 ,11.0 ,71 ,East,6.2 ,6.7 ,"1,005.76",0.00 ,0.00 ,4,474.6
16:49,16.7 ,11.4 ,71 ,ESE,6.1 ,6.5 ,"1,005.76",0.00 ,0.00 ,3,297.5
16:54,16.4 ,11.3 ,72 ,East,9.6 ,10.3 ,"1,005.76",0.00 ,0.00 ,4,434.6
16:59,16.1 ,11.2 ,73 ,ESE,7.5 ,8.1 ,"1,005.76",0.00 ,0.00 ,4,459.7
17:04,16.1 ,11.1 ,73 ,SE,8.3 ,9.0 ,"1,005.76",0.00 ,0.00 ,5,466.6
17:09,16.3 ,11.3 ,73 ,ESE,9.6 ,10.1 ,"1,005.76",0.00 ,0.00 ,6,532.2
17:14,16.2 ,11.2 ,73 ,SE,7.0 ,7.5 ,"1,005.76",0.00 ,0.00 ,6,494.7
17:19,16.3 ,11.2 ,72 ,ESE,6.1 ,6.6 ,"1,005.76",0.00 ,0.00 ,4,378.6
17:24,16.0 ,11.1 ,73 ,ESE,7.1 ,7.6 ,"1,005.76",0.00 ,0.00 ,3,290.8
